Date,Status,Flight_Number,Airline,Airline_Code,Direction,Origin,Destination,Sched_Departure_Date,Sched_Departure_Time,Actual_Departure_Date,Actual_Departure_Time,Departure_Delay_mins,Actual_Arrival_Date,Actual_Arrival_Time,Arrival_Delay_mins,Duration,Hour_Slot
"Sun, 10. Aug",Landed,AI2183 AIC2183,Air India,AI/AIC,Departure,,Dhaka (DAC / VGHS),10 Aug,07:25 IST,10 Aug,07:51 IST,26.0,10 Aug,10:59 UTC+06,14.0,,07:00:00
"Sun, 10. Aug",Landed,6E5172 IGO26TR,IndiGo,6E/IGO,Departure,,Bhopal (BHO / VABP),10 Aug,07:25 IST,10 Aug,07:29 IST,4.0,10 Aug,08:32 IST,-27.0,,07:00:00
"Sun, 10. Aug",Landed,AI623 AIC623,Air India,AI/AIC,Departure,,Cochin (COK / VOCI),10 Aug,07:25 IST,10 Aug,09:19 IST,1.0,10 Aug,11:00 IST,1.0,,07:00:00
"Sun, 10. Aug",Landed,6E5284 IGO886L,IndiGo,6E/IGO,Departure,,Goa (GOX / VOGA),10 Aug,07:25 IST,10 Aug,09:04 IST,1.0,10 Aug,09:45 IST,1.0,,07:00:00
"Sun, 10. Aug",Landed,6E5296 IGO502M,IndiGo,6E/IGO,Departure,,Bangalore (BLR / VOBL),10 Aug,07:30 IST,10 Aug,07:37 IST,7.0,10 Aug,08:56 IST,-33.0,,07:00:00
"Sun, 10. Aug",Landed,IX1069 AXB1069,Air India Express,IX/AXB,Departure,,Jaipur (JAI / VIJP),10 Aug,07:35 IST,10 Aug,08:10 IST,35.0,10 Aug,09:33 IST,-1.0,,07:00:00
"Sun, 10. Aug",Landed,6E5108 IGO5108,IndiGo,6E/IGO,Departure,,Coimbatore (CJB / VOCB),10 Aug,07:35 IST,10 Aug,07:47 IST,12.0,10 Aug,09:11 IST,-18.0,,07:00:00
"Sun, 10. Aug",Landed,6E6543 IGO6543,IndiGo,6E/IGO,Departure,,Varanasi (VNS / VIBN),10 Aug,07:40 IST,10 Aug,07:44 IST,4.0,10 Aug,09:38 IST,-16.0,,07:00:00
"Sun, 10. Aug",Landed,AI2185 AIC2185,Air India,AI/AIC,Departure,,Ahmedabad (AMD / VAAH),10 Aug,07:40 IST,10 Aug,07:56 IST,16.0,10 Aug,08:49 IST,-10.0,,07:00:00
"Sun, 10. Aug",Landed,AI2851 AIC2851,Air India,AI/AIC,Departure,,Bangalore (BLR / VOBL),10 Aug,07:40 IST,10 Aug,07:54 IST,14.0,10 Aug,09:21 IST,-23.0,,07:00:00
"Sun, 10. Aug",Landed,6E2517 IGO2517,IndiGo,6E/IGO,Departure,,(HDO / VIDX),10 Aug,07:40 IST,10 Aug,08:02 IST,22.0,10 Aug,09:59 IST,19.0,,07:00:00
"Sun, 10. Aug",Landed,AI2970 AIC2970,Air India,AI/AIC,Departure,,Delhi (DEL / VIDP),10 Aug,07:45 IST,10 Aug,07:59 IST,14.0,10 Aug,09:39 IST,-15.0,,07:00:00
"Sun, 10. Aug",Landed,QP1524 AKJ152V,AirKenya,QP/XAK,Departure,,Lucknow (LKO / VILK),10 Aug,07:45 IST,10 Aug,08:05 IST,20.0,10 Aug,09:51 IST,-3.0,,07:00:00
"Sun, 10. Aug",Landed,AI2354 AIC2354,Air India,AI/AIC,Departure,,Bangkok (BKK / VTBS),10 Aug,07:45 IST,10 Aug,08:18 IST,33.0,10 Aug,13:59 UTC+07,24.0,,07:00:00
"Sun, 10. Aug",Landed,6E802 IGO767E,IndiGo,6E/IGO,Departure,,Leh (IXL / VILH),10 Aug,07:50 IST,10 Aug,08:12 IST,22.0,10 Aug,10:31 IST,-3.0,,07:00:00
"Sun, 10. Aug",Landed,6E5305 IGO5305,IndiGo,6E/IGO,Departure,,Siliguri (IXB / VEBD),10 Aug,07:55 IST,10 Aug,08:17 IST,22.0,10 Aug,10:52 IST,-2.0,,07:00:00
"Sun, 10. Aug",Landed,6E5329 IGO5329,IndiGo,6E/IGO,Departure,,Kolkata (CCU / VECC),10 Aug,08:00 IST,10 Aug,08:07 IST,7.0,10 Aug,10:27 IST,-17.0,,07:00:00
"Sun, 10. Aug",Landed,6E333 IGO3RV,IndiGo,6E/IGO,Departure,,Delhi (DEL / VIDP),10 Aug,08:05 IST,10 Aug,08:22 IST,17.0,10 Aug,10:02 IST,-12.0,,07:00:00
"Sun, 10. Aug",Landed,6E1451 IGO51C,IndiGo,6E/IGO,Departure,,Dubai (DXB / OMDB),10 Aug,08:10 IST,10 Aug,08:32 IST,22.0,10 Aug,09:31 UTC+04,-8.0,,07:00:00
"Sun, 10. Aug",Landed,QP1543 AKJ154C,AirKenya,QP/XAK,Departure,,Bangalore (BLR / VOBL),10 Aug,08:10 IST,10 Aug,08:54 IST,44.0,10 Aug,10:30 IST,20.0,,07:00:00
"Sun, 10. Aug",Landed,6E5204 IGO574N,IndiGo,6E/IGO,Departure,,Chennai (MAA / VOMM),10 Aug,08:15 IST,10 Aug,08:25 IST,10.0,10 Aug,09:58 IST,-11.0,,07:00:00
"Sun, 10. Aug",Landed,6E6258 IGO594H,IndiGo,6E/IGO,Departure,,Goa (GOX / VOGA),10 Aug,08:15 IST,10 Aug,08:24 IST,9.0,10 Aug,09:09 IST,-20.0,,07:00:00
"Sun, 10. Aug",Landed,AI909 AIC909,Air India,AI/AIC,Departure,,Dubai (DXB / OMDB),10 Aug,08:25 IST,10 Aug,08:43 IST,18.0,10 Aug,09:40 UTC+04,-19.0,,08:00:00
"Sun, 10. Aug",Landed,QP1446 AKJ144F,AirKenya,QP/XAK,Departure,,Siliguri (IXB / VEBD),10 Aug,08:25 IST,10 Aug,08:37 IST,12.0,10 Aug,11:25 IST,-4.0,,08:00:00
"Sun, 10. Aug",Landed,6E532 IGO433M,IndiGo,6E/IGO,Departure,,Tirupati (TIR / VOTP),10 Aug,08:30 IST,10 Aug,08:26 IST,-3.0,10 Aug,10:00 IST,-19.0,,08:00:00
"Sun, 10. Aug",Landed,SG196 SEJ196,SpiceJet,SG/SEJ,Departure,,Gorakhpur (GOP / VEGK),10 Aug,08:35 IST,10 Aug,08:51 IST,16.0,10 Aug,10:53 IST,3.0,,08:00:00
"Sun, 10. Aug",Landed,6E5281 IGO5281,IndiGo,6E/IGO,Departure,,Jaipur (JAI / VIJP),10 Aug,08:35 IST,10 Aug,08:29 IST,-5.0,10 Aug,09:55 IST,-29.0,,08:00:00
"Sun, 10. Aug",Landed,6E228 IGO228,IndiGo,6E/IGO,Departure,,Guwahati (GAU / VEGT),10 Aug,08:35 IST,10 Aug,09:01 IST,26.0,10 Aug,11:53 IST,8.0,,08:00:00
"Sun, 10. Aug",Landed,QP1781 AKJ178U,AirKenya,QP/XAK,Departure,,Ahmedabad (AMD / VAAH),10 Aug,08:40 IST,10 Aug,08:49 IST,9.0,10 Aug,09:46 IST,-13.0,,08:00:00
"Sun, 10. Aug",Landed,6E1011 IGO1011,IndiGo,6E/IGO,Departure,,Singapore (SIN / WSSS),10 Aug,08:40 IST,10 Aug,09:01 IST,21.0,10 Aug,16:55 UTC+08,-25.0,,08:00:00
"Sun, 10. Aug",Landed,AI2432 AIC2432,Air India,AI/AIC,Departure,,Delhi (DEL / VIDP),10 Aug,08:45 IST,10 Aug,08:53 IST,8.0,10 Aug,10:40 IST,-14.0,,08:00:00
"Sun, 10. Aug",Landed,6E5193 IGO351P,IndiGo,6E/IGO,Departure,,Bangalore (BLR / VOBL),10 Aug,08:45 IST,10 Aug,08:45 IST,,10 Aug,10:06 IST,-38.0,,08:00:00
"Sun, 10. Aug",Landed,6E6674 IGO6674,IndiGo,6E/IGO,Departure,,Mangalore (IXE / VOML),10 Aug,08:50 IST,10 Aug,08:56 IST,6.0,10 Aug,10:03 IST,-16.0,,08:00:00
"Sun, 10. Aug",Landed,6E2301 IGO865K,IndiGo,6E/IGO,Departure,,Bhubaneswar (BBI / VEBS),10 Aug,08:55 IST,10 Aug,09:12 IST,17.0,10 Aug,11:11 IST,-8.0,,08:00:00
"Sun, 10. Aug",Landed,QP1518 AKJ151H,AirKenya,QP/XAK,Departure,,Cochin (COK / VOCI),10 Aug,08:55 IST,10 Aug,09:09 IST,14.0,10 Aug,11:01 IST,-8.0,,08:00:00
"Sun, 10. Aug",Landed,6E2347 IGO2347,IndiGo,6E/IGO,Departure,,Ahmedabad (AMD / VAAH),10 Aug,08:55 IST,10 Aug,09:05 IST,10.0,10 Aug,09:58 IST,-16.0,,08:00:00
"Sun, 10. Aug",Landed,AI2739 AIC2739,Air India,AI/AIC,Departure,,Chennai (MAA / VOMM),10 Aug,09:00 IST,10 Aug,09:17 IST,17.0,10 Aug,10:52 IST,-7.0,,08:00:00
"Sun, 10. Aug",Landed,AI645 AIC645,Air India,AI/AIC,Departure,,Jodhpur (JDH / VIJO),10 Aug,09:15 IST,10 Aug,09:35 IST,20.0,10 Aug,10:56 IST,-8.0,,08:00:00
"Sun, 10. Aug",Landed,6E6057 IGO6057,IndiGo,6E/IGO,Departure,,Goa (GOX / VOGA),10 Aug,09:15 IST,10 Aug,09:21 IST,6.0,10 Aug,10:08 IST,-21.0,,08:00:00
"Sun, 10. Aug",Landed,AI2863 AIC2863,Air India,AI/AIC,Departure,,Bangalore (BLR / VOBL),10 Aug,09:20 IST,10 Aug,09:38 IST,18.0,10 Aug,10:59 IST,,,08:00:00
"Sun, 10. Aug",Landed,AF6727 AFR6727,Air France,AF/AFR,Departure,,Paris (CDG / LFPG),10 Aug,09:20 IST,10 Aug,11:14 IST,1.0,10 Aug,16:27 CEST,1.0,,08:00:00
"Sun, 10. Aug",Landed,AI2960 AIC2960,Air India,AI/AIC,Departure,,Delhi (DEL / VIDP),10 Aug,09:25 IST,10 Aug,09:40 IST,15.0,10 Aug,11:23 IST,-16.0,,08:00:00
"Sun, 10. Aug",Landed,S5161 SDG161,Small Planet Airlines,S5/LLC,Departure,,Kolhapur (KLH / VAKP),10 Aug,09:30 IST,10 Aug,09:47 IST,17.0,10 Aug,10:25 IST,-9.0,,08:00:00
"Sun, 10. Aug",Landed,BA134 BAW134,British Airways,BA/BAW,Departure,,London (LHR / EGLL),10 Aug,09:30 IST,10 Aug,09:44 IST,14.0,10 Aug,14:13 BST,-41.0,,08:00:00
"Sun, 10. Aug",Landed,6E2264 IGO88DN,IndiGo,6E/IGO,Departure,,Amritsar (ATQ / VIAR),10 Aug,09:40 IST,10 Aug,10:08 IST,28.0,10 Aug,12:02 IST,7.0,,08:00:00
"Sun, 10. Aug",Landed,AI2663 AIC2663,Air India,AI/AIC,Departure,,Srinagar (SXR / VISR),10 Aug,09:40 IST,10 Aug,09:51 IST,11.0,10 Aug,12:01 IST,-38.0,,08:00:00
"Sun, 10. Aug",Landed,6E1115 IGO1115,IndiGo,6E/IGO,Departure,,Dhaka (DAC / VGHS),10 Aug,09:40 IST,10 Aug,10:03 IST,23.0,10 Aug,13:12 UTC+06,2.0,,09:00:00
"Sun, 10. Aug",Landed,6E5092 IGO5092,IndiGo,6E/IGO,Departure,,Bangalore (BLR / VOBL),10 Aug,09:50 IST,10 Aug,09:49 IST,,10 Aug,11:07 IST,-52.0,,09:00:00
"Sun, 10. Aug",Landed,AI2579 AIC2579,Air India,AI/AIC,Departure,,Udaipur (UDR / VAUD),10 Aug,09:50 IST,10 Aug,10:21 IST,31.0,10 Aug,11:27 IST,12.0,,09:00:00
"Sun, 10. Aug",Landed,6E5313 IGO453N,IndiGo,6E/IGO,Departure,,Chennai (MAA / VOMM),10 Aug,09:55 IST,10 Aug,09:57 IST,2.0,10 Aug,11:36 IST,-23.0,,09:00:00
"Sun, 10. Aug",Landed,6E6052 IGO2KV,IndiGo,6E/IGO,Departure,,Delhi (DEL / VIDP),10 Aug,10:00 IST,10 Aug,10:26 IST,26.0,10 Aug,12:08 IST,-11.0,,09:00:00
"Sun, 10. Aug",Landed,6E5318 IGO450K,IndiGo,6E/IGO,Departure,,Hyderabad (HYD / VOHS),10 Aug,10:00 IST,10 Aug,10:17 IST,17.0,10 Aug,11:23 IST,-16.0,,09:00:00
"Sun, 10. Aug",Landed,AI2107 AIC2107,Air India,AI/AIC,Departure,,Singapore (SIN / WSSS),10 Aug,10:05 IST,10 Aug,10:23 IST,18.0,10 Aug,18:22 UTC+08,-7.0,,09:00:00
"Sun, 10. Aug",Landed,AI2877 AIC2877,Air India,AI/AIC,Departure,,Hyderabad (HYD / VOHS),10 Aug,10:05 IST,10 Aug,10:20 IST,15.0,10 Aug,11:26 IST,-8.0,,09:00:00
"Sun, 10. Aug",Landed,CI5686 CAL5686,China Airlines,CI/CAL,Departure,,Taipei (TPE / RCTP),10 Aug,10:05 IST,10 Aug,07:20 IST,-2.0,10 Aug,16:51 CST,-2.0,,09:00:00
"Sun, 10. Aug",Landed,6E5165 IGO592C,IndiGo,6E/IGO,Departure,,Kolkata (CCU / VECC),10 Aug,10:05 IST,10 Aug,10:08 IST,3.0,10 Aug,12:27 IST,-27.0,,09:00:00
"Sun, 10. Aug",Landed,6E791 IGO791,IndiGo,6E/IGO,Departure,,Jabalpur (JLR / VAJB),10 Aug,10:10 IST,10 Aug,10:29 IST,19.0,10 Aug,11:54 IST,-10.0,,09:00:00
"Sun, 10. Aug",Landed,6E1855 IGO1855,IndiGo,6E/IGO,Departure,,Victoria (SEZ / FSIA),10 Aug,10:10 IST,10 Aug,10:28 IST,18.0,10 Aug,13:05 UTC+04,-4.0,,09:00:00
"Sun, 10. Aug",Landed,EK505 UAE33N,Emirates,EK/UAE,Departure,,Dubai (DXB / OMDB),10 Aug,10:15 IST,10 Aug,10:39 IST,24.0,10 Aug,11:25 UTC+04,-19.0,,09:00:00
"Sun, 10. Aug",Landed,6E5181 IGO388U,IndiGo,6E/IGO,Departure,,Indore (IDR / VAID),10 Aug,10:20 IST,10 Aug,10:33 IST,13.0,10 Aug,11:29 IST,-15.0,,09:00:00
"Sun, 10. Aug",Landed,AI695 AIC695,Air India,AI/AIC,Departure,,Varanasi (VNS / VIBN),10 Aug,10:20 IST,10 Aug,10:36 IST,16.0,10 Aug,12:33 IST,-1.0,,09:00:00
"Sun, 10. Aug",Landed,6E521 IGO655J,IndiGo,6E/IGO,Departure,,Andal (RDP / VEDG),10 Aug,10:25 IST,10 Aug,10:38 IST,13.0,10 Aug,12:55 IST,-4.0,,09:00:00
"Sun, 10. Aug",Landed,AI633 AIC633,Air India,AI/AIC,Departure,,Bhopal (BHO / VABP),10 Aug,10:25 IST,10 Aug,11:03 IST,38.0,10 Aug,12:12 IST,7.0,,09:00:00
"Sun, 10. Aug",Landed,AI2994 AIC2994,Air India,AI/AIC,Departure,,Delhi (DEL / VIDP),10 Aug,10:30 IST,10 Aug,10:46 IST,16.0,10 Aug,12:28 IST,-16.0,,09:00:00
"Sun, 10. Aug",Landed,6E624 IGO624,IndiGo,6E/IGO,Departure,,Thiruvananthapuram (TRV / VOTV),10 Aug,10:35 IST,10 Aug,11:05 IST,30.0,10 Aug,12:53 IST,3.0,,09:00:00
"Sun, 10. Aug",Landed,6E6118 IGO31TV,IndiGo,6E/IGO,Departure,,Tiruchirapalli (TRZ / VOTR),10 Aug,10:35 IST,10 Aug,10:59 IST,24.0,10 Aug,12:39 IST,,,10:00:00
"Sun, 10. Aug",Landed,6E535 IGO535,IndiGo,6E/IGO,Departure,,Darbhanga (DBR / VE89),10 Aug,10:35 IST,10 Aug,10:50 IST,15.0,10 Aug,13:07 IST,2.0,,10:00:00
"Sun, 10. Aug",Landed,6E6087 IGO717J,IndiGo,6E/IGO,Departure,,Kannur (CNN / VOKN),10 Aug,10:40 IST,10 Aug,10:58 IST,18.0,10 Aug,12:12 IST,-7.0,,10:00:00
"Sun, 10. Aug",Landed,6E5321 IGO5321,IndiGo,6E/IGO,Departure,,Rajkot (HSR / VAHS),10 Aug,10:45 IST,10 Aug,10:55 IST,10.0,10 Aug,11:33 IST,-21.0,,10:00:00
"Sun, 10. Aug",Landed,QP1529 AKJ152W,AirKenya,QP/XAK,Departure,,Darbhanga (DBR / VE89),10 Aug,10:45 IST,10 Aug,11:08 IST,23.0,10 Aug,13:13 IST,-16.0,,10:00:00
"Sun, 10. Aug",Landed,AI673 AIC673,Air India,AI/AIC,Departure,,Patna (PAT / VEPT),10 Aug,10:50 IST,10 Aug,11:09 IST,19.0,10 Aug,13:25 IST,5.0,,10:00:00
"Sun, 10. Aug",Landed,VS355 VIR355,Virgin Atlantic,VS/VIR,Departure,,London (LHR / EGLL),10 Aug,10:55 IST,10 Aug,11:31 IST,36.0,10 Aug,16:00 BST,-14.0,,10:00:00
"Sun, 10. Aug",Landed,6E673 IGO59TY,IndiGo,6E/IGO,Departure,,Cochin (COK / VOCI),10 Aug,10:55 IST,10 Aug,11:34 IST,39.0,10 Aug,13:05 IST,15.0,,10:00:00
"Sun, 10. Aug",Landed,QP1385 AKJ138E,AirKenya,QP/XAK,Departure,,Siliguri (IXB / VEBD),10 Aug,11:00 IST,10 Aug,11:12 IST,12.0,10 Aug,13:45 IST,-19.0,,10:00:00
"Sun, 10. Aug",Landed,KC292 KZR292,Air Astana,KC/KZR,Departure,,Almaty (ALA / UAAA),10 Aug,11:00 IST,10 Aug,11:29 IST,29.0,10 Aug,14:44 UTC+05,,,10:00:00
"Sun, 10. Aug",Landed,AI647 AIC647,Air India,AI/AIC,Departure,,Jamnagar (JGA / VAJM),10 Aug,11:00 IST,10 Aug,11:57 IST,57.0,10 Aug,12:53 IST,28.0,,10:00:00
"Sun, 10. Aug",Landed,AI2444 AIC2444,Air India,AI/AIC,Departure,,Hyderabad (HYD / VOHS),10 Aug,11:00 IST,10 Aug,11:25 IST,25.0,10 Aug,12:34 IST,4.0,,10:00:00
"Sun, 10. Aug",Landed,AI611 AIC611,Air India,AI/AIC,Departure,,Jaipur (JAI / VIJP),10 Aug,11:00 IST,10 Aug,11:22 IST,22.0,10 Aug,12:48 IST,-6.0,,10:00:00
"Sun, 10. Aug",Landed,SV771 SVA771,Saudi Arabian Airlines,SV/SVA,Departure,,Jeddah (JED / OEJN),10 Aug,11:05 IST,10 Aug,11:17 IST,12.0,10 Aug,12:48 UTC+03,-37.0,,10:00:00
"Sun, 10. Aug",Landed,6E1157 IGO1157,IndiGo,6E/IGO,Departure,,Kathmandu (KTM / VNKT),10 Aug,11:05 IST,10 Aug,11:27 IST,22.0,10 Aug,14:02 UTC+0545,-2.0,,11:00:00
"Sun, 10. Aug",Landed,ET641 ETH641,Ethiopian Airlines,ET/ETH,Departure,,Addis Ababa (ADD / HAAB),10 Aug,11:05 IST,10 Aug,11:38 IST,33.0,10 Aug,13:24 EAT,-35.0,,11:00:00
"Sun, 10. Aug",Landed,6E5316 IGO171K,IndiGo,6E/IGO,Departure,,Bareilly (BEK / VIBY),10 Aug,11:10 IST,10 Aug,11:52 IST,42.0,10 Aug,13:53 IST,13.0,,11:00:00
"Sun, 10. Aug",Landed,6E5307 IGO199M,IndiGo,6E/IGO,Departure,,Goa (GOI / VOGO),10 Aug,11:10 IST,10 Aug,11:15 IST,5.0,10 Aug,12:01 IST,-33.0,,11:00:00
"Sun, 10. Aug",Landed,EY201 ETD201,Etihad Airways,EY/ETD,Departure,,Abu Dhabi (AUH / OMAA),10 Aug,11:10 IST,10 Aug,11:50 IST,40.0,10 Aug,12:58 UTC+04,-1.0,,11:00:00
"Sun, 10. Aug Unknown",,9I623,Alliance Air,9I/LLR,Departure,,Diu (DIU / VA1P),10 Aug,11:15 IST,,,,,,,,11:00:00
"Sun, 10. Aug",Landed,6E6827 IGO6827,IndiGo,6E/IGO,Departure,,Delhi (DEL / VIDP),10 Aug,11:15 IST,10 Aug,11:43 IST,28.0,10 Aug,13:24 IST,-5.0,,11:00:00
"Sun, 10. Aug",Landed,IX1023 AXB1023,Air India Express,IX/AXB,Departure,,Varanasi (VNS / VIBN),10 Aug,11:15 IST,10 Aug,12:07 IST,52.0,10 Aug,13:57 IST,22.0,,11:00:00
"Sun, 10. Aug",Landed,AI2593 AIC2593,Air India,AI/AIC,Departure,,Udaipur (UDR / VAUD),10 Aug,11:15 IST,10 Aug,11:41 IST,26.0,10 Aug,12:42 IST,-2.0,,11:00:00
"Sun, 10. Aug",Landed,AI2632 AIC2632,Air India,AI/AIC,Departure,,Bangalore (BLR / VOBL),10 Aug,11:20 IST,10 Aug,11:46 IST,26.0,10 Aug,13:01 IST,-3.0,,11:00:00
"Sun, 10. Aug",Landed,AI2841 AIC2841,Air India,AI/AIC,Departure,,Goa (GOI / VOGO),10 Aug,11:20 IST,10 Aug,11:51 IST,31.0,10 Aug,12:38 IST,-1.0,,11:00:00
"Sun, 10. Aug",Landed,6E5217 IGO372H,IndiGo,6E/IGO,Departure,,Bangalore (BLR / VOBL),10 Aug,11:30 IST,10 Aug,11:55 IST,25.0,10 Aug,13:14 IST,-5.0,,11:00:00
"Sun, 10. Aug",Landed,SG2905 SEJ2905,SpiceJet,SG/SEJ,Departure,,Kandla (IXY / VAKE),10 Aug,11:30 IST,10 Aug,12:23 IST,53.0,10 Aug,13:33 IST,33.0,,11:00:00
"Sun, 10. Aug",Landed,AI2419 AIC2419,Air India,AI/AIC,Departure,,Delhi (DEL / VIDP),10 Aug,11:40 IST,10 Aug,11:59 IST,19.0,10 Aug,13:39 IST,-15.0,,11:00:00
"Sun, 10. Aug",Landed,AI2471 AIC2471,Air India,AI/AIC,Departure,,Kolkata (CCU / VECC),10 Aug,11:40 IST,10 Aug,12:05 IST,25.0,10 Aug,14:35 IST,5.0,,11:00:00
"Sun, 10. Aug",Landed,SQ421 SIA421,Singapore Airlines,SQ/SIA,Departure,,Singapore (SIN / WSSS),10 Aug,11:45 IST,10 Aug,12:12 IST,27.0,10 Aug,19:52 UTC+08,2.0,,11:00:00
"Sun, 10. Aug",Landed,6E5206 IGO5206,IndiGo,6E/IGO,Departure,,Chennai (MAA / VOMM),10 Aug,11:50 IST,10 Aug,12:17 IST,27.0,10 Aug,13:56 IST,-8.0,,11:00:00
"Sun, 10. Aug",Landed,6E5097 IGO532H,IndiGo,6E/IGO,Departure,,Hyderabad (HYD / VOHS),10 Aug,11:55 IST,10 Aug,12:19 IST,24.0,10 Aug,13:23 IST,-11.0,,11:00:00
"Sun, 10. Aug",Landed,AI2503 AIC2503,Air India,AI/AIC,Departure,,Coimbatore (CJB / VOCB),10 Aug,12:00 IST,10 Aug,12:23 IST,23.0,10 Aug,13:52 IST,7.0,,11:00:00
"Sun, 10. Aug",Landed,6E5276 IGO634Q,IndiGo,6E/IGO,Departure,,Gwalior (GWL / VIGR),10 Aug,12:00 IST,10 Aug,12:42 IST,42.0,10 Aug,14:13 IST,13.0,,11:00:00
"Sun, 10. Aug",Landed,AI2027 AIC2027,Air India,AI/AIC,Departure,,Frankfurt (FRA / EDDF),10 Aug,12:00 IST,10 Aug,12:09 IST,9.0,10 Aug,16:49 CEST,-40.0,,11:00:00
"Sun, 10. Aug",Landed,6E6937 IGO140V,IndiGo,6E/IGO,Departure,,Allahabad (IXD / VEAB),10 Aug,12:05 IST,10 Aug,12:34 IST,29.0,10 Aug,14:14 IST,,,11:00:00
"Sun, 10. Aug",Landed,6E5274 IGO5274,IndiGo,6E/IGO,Departure,,Jodhpur (JDH / VIJO),10 Aug,12:05 IST,10 Aug,13:01 IST,56.0,10 Aug,14:18 IST,28.0,,11:00:00
"Sun, 10. Aug",Landed,IX1238 AXB1238,Air India Express,IX/AXB,Departure,,Bhubaneswar (BBI / VEBS),10 Aug,12:05 IST,10 Aug,12:27 IST,22.0,10 Aug,14:27 IST,-2.0,,11:00:00
"Sun, 10. Aug",Landed,IX1070 AXB1070,Air India Express,IX/AXB,Departure,,Goa (GOI / VOGO),10 Aug,12:10 IST,10 Aug,12:32 IST,22.0,10 Aug,13:17 IST,-7.0,,12:00:00
"Sun, 10. Aug",Landed,AI2405 AIC2405,Air India,AI/AIC,Departure,,Dehradun (DED / VIDN),10 Aug,12:10 IST,10 Aug,12:28 IST,18.0,10 Aug,14:26 IST,6.0,,12:00:00
"Sun, 10. Aug",Landed,AI276 AIC276,Air India,AI/AIC,Departure,,Colombo (CMB / VCBI),10 Aug,12:25 IST,10 Aug,12:58 IST,33.0,10 Aug,15:10 UTC+0530,10.0,,12:00:00
"Sun, 10. Aug",Landed,AI2952 AIC2952,Air India,AI/AIC,Departure,,Delhi (DEL / VIDP),10 Aug,12:30 IST,10 Aug,12:29 IST,,10 Aug,16:07 IST,1.0,,12:00:00
"Sun, 10. Aug",Landed,6E2043 IGO2043,IndiGo,6E/IGO,Departure,,Patna (PAT / VEPT),10 Aug,12:35 IST,10 Aug,12:47 IST,12.0,10 Aug,14:57 IST,-2.0,,12:00:00
"Sun, 10. Aug",Landed,6E5212 IGO52EK,IndiGo,6E/IGO,Departure,,Bangalore (BLR / VOBL),10 Aug,12:45 IST,10 Aug,12:49 IST,4.0,10 Aug,14:06 IST,-33.0,,12:00:00
"Sun, 10. Aug",Landed,6E5395 IGO27M,IndiGo,6E/IGO,Departure,,Kolkata (CCU / VECC),10 Aug,12:50 IST,10 Aug,12:52 IST,2.0,10 Aug,15:10 IST,-24.0,,12:00:00
"Sun, 10. Aug",Landed,6E5931 IGO5931,IndiGo,6E/IGO,Departure,,Ailinglapalap Island (AIP),10 Aug,12:55 IST,10 Aug,13:09 IST,14.0,10 Aug,21:36 UTC+12,-8.0,,12:00:00
"Sun, 10. Aug",Landed,S5112 SDG112,Small Planet Airlines,S5/LLC,Departure,,Belgaum (IXG / VOBM),10 Aug,12:55 IST,10 Aug,13:00 IST,5.0,10 Aug,13:43 IST,-21.0,,12:00:00
"Sun, 10. Aug",Landed,QP1127 AKJ112G,AirKenya,QP/XAK,Departure,,Delhi (DEL / VIDP),10 Aug,13:00 IST,10 Aug,13:16 IST,16.0,10 Aug,15:15 IST,,,12:00:00
"Sun, 10. Aug",Landed,QP1951 AKJ195U,AirKenya,QP/XAK,Departure,,Faizabad (AYJ / VEAY),10 Aug,13:00 IST,10 Aug,13:16 IST,16.0,10 Aug,15:03 IST,-26.0,,12:00:00
"Sun, 10. Aug",Landed,BA198 BAW198,British Airways,BA/BAW,Departure,,London (LHR / EGLL),10 Aug,13:05 IST,10 Aug,13:28 IST,23.0,10 Aug,17:46 BST,-33.0,,12:00:00
"Sun, 10. Aug",Landed,QP1498 AKJ149H,AirKenya,QP/XAK,Departure,,Varanasi (VNS / VIBN),10 Aug,13:10 IST,10 Aug,13:22 IST,12.0,10 Aug,15:19 IST,-15.0,,12:00:00
"Sun, 10. Aug",Landed,IX251 AXB251,Air India Express,IX/AXB,Departure,,Sharjah (SHJ / OMSJ),10 Aug,13:10 IST,10 Aug,13:33 IST,23.0,10 Aug,14:26 UTC+04,-38.0,,12:00:00
"Sun, 10. Aug",Landed,6E824 IGO824,IndiGo,6E/IGO,Departure,,Kanpur (KNU / VIKA),10 Aug,13:10 IST,10 Aug,13:35 IST,25.0,10 Aug,15:24 IST,4.0,,12:00:00
"Sun, 10. Aug",Landed,IX2546 AXB2546,Air India Express,IX/AXB,Departure,,Mangalore (IXE / VOML),10 Aug,13:15 IST,10 Aug,13:39 IST,24.0,10 Aug,14:44 IST,-15.0,,12:00:00
"Sun, 10. Aug",Landed,6E831 IGO831,IndiGo,6E/IGO,Departure,,Ranchi (IXR / VERC),10 Aug,13:25 IST,10 Aug,14:08 IST,43.0,10 Aug,16:40 IST,40.0,,12:00:00
"Sun, 10. Aug",Landed,QP1503 AKJ150C,AirKenya,QP/XAK,Departure,,Guwahati (GAU / VEGT),10 Aug,13:35 IST,10 Aug,13:53 IST,18.0,10 Aug,16:47 IST,-17.0,,12:00:00
